Artist,Song,Mood,song_id
Dave Matthews Band,Lover Lay Down,pos,3cyELnwlEDR6RcIY2GN6Ks
Slipknot,Gently (Album Version),neg,
Beulah,Popular Mechanics for Lovers,pos,5rxgVaZ0RdQdFAuFLsXXUl
Tones On Tail,Burning Skies,neg,6CmXuuXstpcQeLL007qdti
Wyclef Jean,Two Wrongs,pos,11PQ9qtLuvJmIriOR5SpS5
The Coasters,Yakety Yak,pos,7demHL0GXA6YmTNqw3Btz8
Anathema,One Last Goodbye,neg,0jQxDAN0CBuIdAqbR4OnzV
Edyta GÃ³rniak,If I Give Myself (Up) to You,pos,
Lizzy Borden,There Will Be Blood Tonight,neg,3Y2fxihrgEndwMHTCkSorB
Calvin Harris,Merrymaking At My Place,pos,38orAaD0ZcoVXKYokVeLND
Ben Gibbard,You Remind Me Of Home,pos,23BsnzyFKMoAE9cYULyVyi
Bob Dylan,North Country Blues,neg,3cY8cOjaN8Lwi08g9Fpr6D
Newton Faulkner,Gone In The Morning,pos,67xO9DHmyVwi9GAaoHFq7r
Supergrass,Mansize Rooster,pos,5afa3W4rCWxEWeXW3hWMRe
Jonas Brothers,Year 3000,pos,4zP7ADsgJgHGY6VzxbNp1z
"Holiday, Billie",God Bless the Child,neg,2xtC6kb6H26qVX4ZdncS7f
Immortal Technique,The Point Of No Return,neg,
3OH!3,CHOKECHAIN (Amended Album Version),neg,
Simply Red,Ev'ry Time We Say Goodbye,neg,7yvPZWr1RAJltYNohOTirM
The Blues Brothers,Rubber Biscuit,pos,0H12Tb13XgOBIBVRamZ5qM
Fiona Apple,On The Bound,neg,43o7PowhXdkjBlaGC6GIfg
Therion,Lemuria,pos,0lWYqPPmSQ0LIY4nN29QAl
Unbelievable Truth,Building,neg,2BTbXIOinixcd7MTmAS0Fd
Sandy Denny,Bushes And Briars,neg,3vD3Hqapwx1tNLGorK7Qec
Jonathan Coulton,Code Monkey,pos,3cLqK3LPVrTIzfENVmYLoU
Gazpacho,Dream of Stone,neg,3JsxPyhmk2I8qdCrbtuned
Phil Collins,That's What You Said  (LP Version),neg,
Pelle Carlberg,"I love you, you imbecile",pos,5oSlW70sHSjO41H0wGCEQ4
John Martyn,Solid Air,pos,7EDrSW40rkvj1O1l2pAcbJ
The Divine Comedy,Songs of Love,pos,6KSO43CfvMfcowS1Jd4JAb
Nirvana,Milk It,neg,4rtZtLpriBscg7zta3TZxp
Christina Aguilera,Back in the Day,pos,5QHLy9vQcBUrJHiZC2zVf4
Beck,Canceled Check,pos,0zNKi4toqzMOZ8RBperyDE
Diamond Head,Am I Evil?,neg,35d6gAIl12qoujJnU1fJqt
Tenacious D,Fuck Her Gently,pos,3USOTQdPtZlgVurwaqsdI5
BeyoncÃ©,Gift From Virgo,pos,6aa0HmJb38PLZw6Fc7BMId
G. Love,Ain't That Right,pos,1wNILW0TFHykGcQ5JHTD6U
Vanilla Ice,Ice Ice Baby,pos,3XVozq1aeqsJwpXrEZrDJ9
Dan Fogelberg,Leader Of The Band,pos,3O4s2m47MFhnGqmpkjoKYk
Hilary Duff,With Love,pos,7DjTfU6kIcoXaAO02f5EOz
G. Love,Booty Call,pos,7L6vrerqmOKn7U4FcUchPV
Jon B.,They Don't Know,pos,0b5w1gamS9f239Sms9guAB
Celtic Woman,Over The Rainbow,pos,6fcwyNqo0AUDpCwmzdZQvl
Love,Alone Again Or,neg,1XuccRABkfUVB4FjSVhjL1
St. Vincent,Marry Me,neg,5ccNychRmG2PAQZQISTh9t
Rob Zombie,Superbeast,neg,4eNnMvUrSu2TRpySjVC0Pv
Yeah Yeah Yeahs,Black Tongue,pos,3qmia7zOrWK9CkK8wWUkbz
Katatonia,Cold Ways,neg,1nYRreDI1nWblc8vrSJBaq
Slayer,Spiritual Law,neg,7uAWvSSmFmsnrErpfDYGPD
Thrice,The Earth Isn't Humming,neg,3K1QP5MyaAoKoPwwqo2EhZ
a-ha,Shadowside,neg,2Bzz1hp8cGP30NVkc7NhHG
Pet Shop Boys,A New Life,neg,3bpN20RTFkWydN9cVwGjRS
Oasis,Cigarettes and Alcohol,neg,2wKeVnM8OBoGjGm8Qvqhi5
Boards of Canada,Aquarius,pos,4ZX7QjwBqZTelll7to0d5S
Carrie Underwood,Just A Dream,neg,7g8OpS827dAYU067lZaR0L
Sinergy,Wake up in hell,neg,
Dramarama,"Anything, Anything",neg,18DDI7sV7bF4vZXhqnDhWH
The Clash,Should I Stay Or Should I Go,pos,39shmbIHICJ2Wxnk1fPSdz
Jackson Browne,These Days,neg,2dcoDVcOc9hGPbtZFtpcw3
Rammstein,Ohne dich,neg,4aFC7Mes7CW5vHcb8ZApAx
Boston,More Than A Feeling,pos,1QEEqeFIZktqIpPI4jSVSF
My Dying Bride,She Is the Dark,neg,0dl6nGOQLXzcJ9eKOLrtCE
Clinic,Tomorrow,neg,7kk1E1ES9bC3dC0tNB8tbd
Keith Urban,Tonight I Wanna Cry,neg,61hmCqoIlTJjcVMMLhcH5n
Flunk,Skysong,pos,6mtgEKotSmxjpXnmocsxkd
The Cribs,I'm A Realist,pos,3jrw6NCITSvDZUgiqTEjdh
"""Weird Al"" Yankovic",Party at the Leper Colony,pos,5AQT781Qa3UmmKIkqUloxC
Blackmore's Night,Windmills,neg,12H8YZ0yPyCCdhZS3Fml2C
Simon & Garfunkel,Keep The Customer Satisfied,pos,4uIjNF84ZbteunNMxr4Xc0
In Flames,Evil in a Closet,neg,6TQ3JV6SvNytGEJLxNHN8t
Moonspell,Night Eternal,neg,6XgIGoVqWJnl1m3A6wUxpk
Danzig,How The Gods Kill,neg,5w8agmmSkjBh4ScKCAtWqx
Kate Nash,Birds,pos,5ASFI6xJVBBFKUTGZlT1gO
The Pogues,The Band Played Waltzing Matilda,neg,1O2SlAUcjIoFFt9vpI3P1i
Supreme Beings of Leisure,Rock and a Hard Place,pos,0WaOAR2DE2b2Xn0HpJjsAp
Ozzy Osbourne,Gets Me Through,neg,4MN0ZmFppiiQsPE9HQKKsH
Stephen Lynch,Love Song,pos,3bxMHHBvh6srHQu5yypZlf
Ark,Just a Little,pos,0l2MlJk8MAvKfYDvJ4nv6l
Ellie Goulding,Starry Eyed,pos,14OF4JQOIm4hb0GfG5nfyF
Phoenix,Everything Is Everything,pos,3pzJXZ1PW3l3B69PoTx5lC
Box Car Racer,I Feel So,neg,1Igy3egsujfV4WphlW0B7K
George Jones,Least of All,neg,3JhTEbefOSoMsvOmlEfG4e
Megadeth,Prince of Darkness,neg,61L6xSR4n5cADuMqpCUOse
Elvis Presley,The Girl I Never Loved,neg,77GEDXfOdvDQHcCgXERSHh
Junior Senior,Chicks and Dicks,pos,3RWzN7KpW4gJHC388sjH1B
Piano Magic,Dark Secrets Look for Light,neg,516xe7xr9NwYIgqSiBHXcw
My Chemical Romance,Interlude (Album Version),neg,
Bobby Vinton,Blue Velvet,pos,4QelFzhVgLomeQhvKrwM1S
Angus & Julia Stone,I'm Not Yours,neg,6quMPGuSWH2wuOoAnbGtDz
Louis Armstrong,La Vie En Rose,pos,5IIybI1oiOCY3DRUrpQ7zA
Elisa,A Feast For Me,neg,0Trq0D9udGpjTYM5M4HT6t
Tim Buckley,The Earth is Broken,neg,705z6CMUlCuVVbwVGiMT95
Stars,Take Me to the Riot,pos,5Dw1Pg19Arb4VgvRzbRPNr
Garbage,Medication,neg,4aEmfbzF47NIbH9QGT5OiB
The Puppini Sisters,And She Sang,pos,5CAl5rsaMhrjC0WbfdThQt
Bent,Magic Love,pos,01K42inuuCqOB731ugiQAd
Til Tuesday,Voices Carry,neg,0ZYf6N5eBeXStMri0mf3DZ
Sheryl Crow,Soak Up The Sun,pos,1v2ECI79z8S4PQv9xYwIfU
Natalie Imbruglia,Left Of The Middle,pos,7r3H2gCRFovBxyg5wuSc83
BjÃ¶rk,5 Years,neg,
Jim Reeves,Adios Amigo,neg,2b9q6c6W6J4V6pwhvBaISu
Johnny Cash,Give My Love To Rose,neg,3Prk96Esj2yy7RHfseIWOG
Britney Spears,My Prerogative,neg,2JxftzENN2rhpXxnOmtQBR
The Hoosiers,Run Rabbit Run,pos,11g8osJGAQRpcXU4zcBNbr
Lucinda Williams,Bus to Baton Rouge,neg,0lCFM0Bpq6b2kkf9kMFNwK
Donavon Frankenreiter,Swing On Down,pos,3vFzAPY3m2L0D8SE34Mdsb
Sylver,Sympathy,neg,39F1fa69RIJzADXkOyHwcG
Kings Of Convenience,Singing Softly to Me,pos,5uoMjTnekrNCubtY9ERo8M
Dispatch,Railway,pos,6cTvyrhIKVwHOQw6qzGD7g
Cyndi Lauper,Sally's Pigeons,neg,0qCSMnzqtIozjtSDpZFwrW
Jesus & Mary Chain,Blues from a Gun,neg,6um0Kw8SmsabmxcQPNAJqk
Belle & Sebastian,Fox in the Snow,neg,6wMFrnNtsISvAIMN7rCGZK
Muse,Resistance,neg,1C2QJNTmsTxCDBuIgai8QV
Jenny Owen Youngs,Keys Out Lights On,pos,25mndadBFdCxQqR2avswPU
Concrete Blonde,Everybody Knows,neg,1ryN1lUyInxWIqAp0VoqLz
Red Hot Chili Peppers,Get On Top (Album Version),neg,
Kelly Clarkson,Hear Me,neg,0Jjw618IEQKyUv3taXdUg6
Metallica,One,neg,5IX4TbIR5mMHGE4wiWwKW0
Jello Biafra with the Melvins,Lessons In What Not To Become,neg,
Alesana,Early Mourning,neg,5LWqWa5RLgf7MHhFmukJ15
Rivers Cuomo,I Was Made For You,pos,29YIXEiizT7iZ9UdZYPNik
Rolling Stones,Get off of My Cloud,neg,263Iuyk08ks1v6FIudUIGD
Chris Garneau,Over and Over,neg,1Wzc8p31roiMFnpGO2XPpL
Fotheringay,Late November,neg,4ITdxAPQd9XSTFLblx9Oi6
Zeromancer,Ammonite,neg,39VbcjPgW8um9TkrU1YgO4
Bon Jovi,Livin' On A Prayer,pos,37ZJ0p5Jm13JPevGcx4SkF
Eminem,The Way I Am,neg,23wfXwnsPZYe5A1xXRHb3J
Information Society,More to This,neg,6p7O0bn1j70fTen3peSy1i
Dark new Day,Free (Album Version),neg,
Deborah Harry,End Of The Run,neg,3K5KFseqgXuIMBTIZZOTGA
Bob Marley & The Wailers,Waiting In Vain,pos,4Gq2ydMKhDZmctzkmk2bYo
Lily Allen,Take What You Take,pos,2Vej6m67qoQyCIFfbs3QyO
Ben Folds Five,Best Imitation Of Myself,pos,5aF8mr9BrOZujB5Nq59YqQ
Owl City,Cave In,pos,1Gjik144aoxTVpI1RQtPFA
The Kooks,She Moves In Her Own Way,pos,5xoUgPXbMNUmoHU0Enwtwq
Britney Spears,Everytime,neg,0dRhSF9LV0HR8Jwd3MMMKJ
The Everly Brothers,Lonely Street,neg,1TWn7cKudqgqjpEf8XvMal
Ace of Base,Life Is A Flower,pos,7hQgwzBCXsdIRsaFonrS3P
Slayer,Necrophiliac,neg,2N89t3IAX0QQQMNREk3dIY
Beach House,Childhood,pos,6ILLaroecVqFHzgexrMhG6
Joe Tex,The Love You Save (May Be Your Own),pos,49tqyhwvGuhjFklMq6BMBI
Marilyn Manson,Just A Car Crash Away,neg,61iU0klNtqsIj1PlZMhrSb
Weezer,Why Bother?,neg,43Qr1YBCY3vSVCvZuR0PCb
"Cole, Nat King",Sweet Lorraine,neg,3RbkATWswzKeNDJUZZL2jL
Blur,Sunday Sunday,pos,127M7vBbwxeCHO6AEQkMNx
The New Pornographers,Streets of Fire,pos,1wQkDty9dH2nivjlUNrvKs
Jagged Edge,Promise,pos,1X1KDnhTnb28tpJlgOV3lD
Boards of Canada,Roygbiv,pos,2XQSgmtEY2titXhfY414dy
The Gathering,Black Light District,neg,1pHyZ3BtfGgwFKO3gfJh3k
Tenacious D,Karate Schnitzel,pos,1qhPnJmABI6VZeGMfEiaVi
Justin Bieber,One Less Lonely Girl,pos,69ghzc538EQSVon2Gm3wrr
Ian Van Dahl,Castles In The Sky,pos,3KhoIbIPMmoGthbBAPxgOK
Au Revoir Simone,Through The Backyards,pos,6lavZAQxGwFSWBSsEnlO0c
The Youngbloods,Get Together,pos,7CQXyFX44CXmnuq8Bi9Dyc
Saliva,Rest In Pieces,neg,6XYTdS3FRzfZh3Umid2ILx
Tom Jones,Without Love (There Is Nothing),neg,58M0NPuQLw5RXso2Sx3ty5
Cradle of Filth,Dirge Inferno,neg,6N6L0UTuvkQV0joapmyoxx
Blondie,One Way Or Another,pos,4cQJ27R11K634x5qCOwKW5
Karine Polwart,Sorry,neg,2Wki268wEAxyKbWaQhY8gv
Dead Kennedys,Cesspools In Eden,neg,2jl5HG3D1qnicCsRDoDbOD
Erasure,Chorus,pos,52SyYhN8X2KIVj02mBuXfS
Hatebreed,Boxed In (Subzero),neg,
Promoe,Svennebanan,pos,1ufYQ59JYCLIgu0itA6jWW
Michael Jackson,Bad,pos,5lWFrW5T3JtxVCLDb7etPu
Rise Against,Paper Wings,neg,09r8IKJy0rl8dBnxi4N5NR
Megadeth,Captive Honour,neg,3hUTwUiS7H79Po2hnErd8H
Jazzamor,Song for Maggie,pos,3Mecvuox7i2E6seTLm5sau
The Kooks,Always Where I Need To Be,pos,6gGSSrKMiV2yec1DrqGhhy
Mtume,Juicy Fruit,pos,2hn1lerQkPC6fOI0QFjr8r
Incognito,Deep Waters,pos,6aKR2Se44lvvAGnIFuF0g6
Garbage,My Lover's Box,neg,5wPxtLVwkTZLoApbgNh54Y
Paul Young,Don't Dream It's Over,pos,2QHuwFdW1pYmNPuAJUgPoO
Evanescence,Lithium,neg,5YaLFRpqpUzgLLDcukNn0H
Koop,Bright Nights,pos,06QKwrVf01n11UkG06L1wM
Portishead,Magic Doors,neg,7mGvICZ9CU9zpEnAyXEDwn
Von Hertzen Brothers,Another worthless day,neg,5BPLkSWjLWaea77g2MSLm4
William Shatner,That's Me Trying,neg,64mSnP06FqRXXDSe69Vmp1
Willie Nelson,American Tune,neg,6E6bwTECCKZzpxwBHuX5ob
Lady Gaga,Just Dance,pos,74u4Wzj8ERrtT6jFS6hYZX
Casual,I Didn't Mean To,neg,01TR6aAKrA2cI3Z0gnCOsu
Kanye West,The New Workout Plan,pos,1Vp4St7JcXaUoJcIahtf3L
Dave Hollister,Bad When U Broke,neg,7yRrKjJxaLmcfCL8nEQz7t
Radiohead,Climbing Up the Walls,neg,2PDQReEXBViVwkrbQ34vd7
Gabrielle,If I Walked Away,neg,0Id2HPrxANSdaCZTSZB4KE
Mariah Carey,Always Be My Baby,pos,2aBxt229cbLDOvtL7Xbb9x
Soft Cell,Torch,neg,5b3NxkCIUD5Yo8OTj3eEum
Infected Mushroom,Deeply Disturbed,neg,3mcsPBJoK1w7kP1DvThD4b
Sly & The Family Stone,Thank You (Falettinme Be Mice Elf Agin),pos,4lAnpiPDvKqpJGK38ax35t
Jens Lekman,The Opposite Of Hallelujah,pos,6P6gT5negAD7yRYKFsR7rI
Enigma,Callas Went Away,pos,6TBhIzjK8HiSct7nDBvS1q
Katie Melua,What It Says On The Tin,pos,
Peter Bjorn And John,Young Folks,pos,4dyx5SzxPPaD8xQIid5Wjj
Tori Amos,Code Red,neg,6Ohdv56BFoaNLgvvNwNntR
Ray Stevens,"It's Me Again, Margaret",pos,56IvtMMo95CS8mqg4MMrws
Edyta GÃ³rniak,Miles & Miles Away,pos,
Starship,We Built This City,pos,6OnfBiiSc9RGKiBKKtZXgQ
Garbage,Only Happy When It Rains,neg,4JuNnJWmvZiD2e0LQSjuIh
Nine Inch Nails,I Do Not Want This,neg,7BHOCLm5ZYpbOB1nVjAj2i
John Legend,Heaven,pos,5FwI5cOOdRaeEXANAv4dPJ
Mastodon,Megalodon,neg,1rLDTmI8quVUsGy9mzrXBx
Dawn Landes,Bodyguard,pos,0FAEFNeRLsTBVcwnDgS9rE
Megadeth,Black Curtains,neg,5lOV1OnHMswQkdYsiWlQTo
Jamiroquai,Talullah,pos,0WQ3l6AqrCJLDpxjhDHbFh
Ricky Martin,Livin' La Vida Loca,pos,0Ph6L4l8dYUuXFmb71Ajnd
The Smashing Pumpkins,Stand Inside Your Love,neg,3RciEQxS7PxtLqMs7OwRsU
Bad Religion,Broken,neg,5ox7anVDDpCE5BRQwVmqG3
Solas,The Newry Highwayman,pos,698xR5yl8I5DFk634U72yd
Riverside,The Curtain Falls,neg,
Ella Fitzgerald,Azure,pos,5atstqOiGMOyW2zV5DBtih
"Cline, Patsy",Walkin' After Midnight,neg,14t8pLQkLLskPriG8bs96b
Clannad,Theme From Harry's Game,pos,2hcxPnu5RljXH0eMOtctuF
Aimee Mann,Sugarcoated,neg,1E5JEBSv7Z6uhWnXUzfteV
Brooke Waggoner,Godwin,neg,3PVpdEZHJRajV1gO5WhQ1y
Norah Jones,Painter Song,pos,58oFWUTFWaUy5S4C0IyE0U
"Cohen, Leonard","So Long, Marianne",neg,14CsqOaDkOkrZ49UJLtuOJ
Jamiroquai,Cosmic Girl,pos,6y0Etr2KJr0sdcEp7ajoUK
Squarepusher,A Real Woman,pos,1Iavi210i8YW3rtcxBwrx5
Lucky Soul,Ain't Never Been Cool,pos,3WuSCftsM9cw0QGmriuN4L
Emma Bunton,High On Love,pos,0xk7SvfFv1L8VbbznpurMh
Leonard Cohen,Joan of Arc,neg,2SvFwRH1gyab3AkDiuRGPg
The Black Crowes,Locust Street,pos,
Joni Mitchell,Woodstock (LP Version),pos,
Toni Braxton,Come On Over Here,pos,1GsC3kC4vBEPt8ETD5W4CB
The Thermals,Now We Can See,pos,3ELsDb6e9hllnrPtnfoECT
Hungry Lucy,We Won't Go,neg,3lFG3dKe3ujoeC5vkhNKzP
Planet Funk,Chase The Sun,pos,2mkBHN67xLpHrpqOuj79Yz
Tears for Fears,When in Love With a Blind Man,neg,2doAqxDSR2e5OgRTClo7rm
Nick Cave and the Bad Seeds,The Carny,neg,5gRP3qwpPNbrhR8b42T1KJ
John Legend,Each Day Gets Better,pos,6ktukGrnG46COzyu2xbPVm
Tokio Hotel,Spring nicht,neg,3aBa2A7NtYem7eSZiirSiK
My Dying Bride,Gather Me Up Forever,neg,6TABWfWzUPUR5mZHjLUsv2
The Rivingtons,Papa-Oom-Mow-Mow,pos,
Kinks,Waterloo Sunset,neg,5nrmGFJ87crVoJF5xdRqwn
Bread [1],If,neg,1XKman6YZq8SQLIBXl3pqd
The Fratellis,Look Out Sunshine!,pos,6I2h2xJGjOWkTHDjMvSINI
Emmylou Harris,Too Far Gone,neg,03ziklwOAA8izaRE72C41G
Rihanna,Say It,pos,1X0PGm7eJoC6LmXpczYeaN
Andrew Bird,Plasticities,pos,7FnfK59UBtATCJiEV5rceG
The Cure,Pornography,neg,6jbw2UVjZxgj9bntOKULIT
Keziah Jones,Beautiful Emilie,pos,0dFcwvmwxcaM3eu80tRnlW
Soilent Green,Theory of Pride In Tragedy,neg,2j8bSVTgNKL7e5pSt4GFfO
Pernice Brothers,Overcome by Happiness,neg,1MHcxJZZD2fLfjccwJiO79
Jello Biafra with the Melvins,The Lighter Side Of Global Terrorism (Extended Space-Melt Version),neg,
Manic Street Preachers,The Everlasting,neg,3KnMN356dGY4CuGhfIdwMF
Bobby McFerrin,Thinkin' About Your Body,pos,4gV2TynOCRsX5fxV8bkVLd
Katatonia,Don't Tell A Soul,neg,0GF8ScIlFBcK3lgrqqPc3r
Matt Wertz,5:19,pos,
Snow Patrol,Half The Fun,neg,
All Time Low,Six Feet Under The Stars,pos,3MfRql0HwuxEZzGpoIC832
Maxwell,The Urban Theme,pos,21xVx0n3qonzK2PXah9M1S
Sublime,Caress Me Down,pos,2JKlf0IYz5oWsT3OCLyjpO
Mario,Let Me Love You,pos,3ibKnFDaa3GhpPGlOUj7ff
iLiKETRAiNS,The accident,neg,5STortTo48zkNZHxf2Ec3o
The New Pornographers,Mystery Hours,pos,6PRCvjsVbd0V75SzMDKux6
Threshold,Innocent,neg,2rtmyGtVbiovnZXUNbs9wX
The Pipettes,Your Kisses Are Wasted On Me,pos,5uIcGg1RvAa6iIEZZuF60w
Beastie Boys,Time for Livin',neg,5Io6erQEbeMrDwpLClYLuF
Demon Hunter,Infected,neg,0PhHxUGFrzLLuWr4l0as3S
Finley Quaye,Your Love Gets Sweeter,pos,1SfQCY234gf6C2dlyUUMn9
A Silver Mt. Zion,Sit in the Middle of Three Galloping Dogs,neg,
Bruce Springsteen,Atlantic City,neg,1Vp8U39YNsDfd6yVuaUq12
Epidemic,Catalyst (LP Version),neg,
Bob Dylan,Disease of Conceit,neg,121VnjA0Q9CQOAr9CD8b3z
Metric,Glass Ceiling,pos,7HLNYesPvPm48gja4Ji9to
Blue Six,All I Need,pos,0dlAiQoHGfsWB8QKepSpx3
Leonard Cohen,"Sing Another Song, Boys",neg,49I4syrWa7k93vdPAR3eai
The Unicorns,Tuff Luff,pos,7iAHEuKGR9DXwLRmPfCBE1
The Gathering,No Bird Call,neg,4OKaRo8NOEdSHa8Jo0B9ze
Katatonia,We Must Bury You,neg,599ULF7Vsg7PLAYMg7y82x
America,A Horse With No Name,pos,54eZmuggBFJbV7k248bTTt
Black Sabbath,Sabbath Bloody Sabbath,neg,2CzKVfVA9U7OKbIpAVPZOk
"Parsons, Gram",Return of the Grievous Angel,neg,7vOYp7KJ8gVmVbcatSVf9J
Billy Corgan,"Pretty, Pretty Star",pos,
The Verve,Rather Be,pos,4xv85kzRVjvoxWmqvG7NZY
Tristania,The Ravens,neg,
Blaque,Bring It All to Me,pos,1cjBan0t4eBk2Y5j17hdyf
Porcupine Tree,Dark Matter,neg,0pCI9YOcvCXxLcL4A17z0Q
Bob Dylan,On The Road Again,pos,1kvqv4axiWkxOdRz017sQZ
A Static Lullaby,God Bless You (Goddamn it),neg,47ziswB02OgSnpxVRUUWzu
Hellogoodbye,"Baby, It's Fact",pos,2DYKLdstQsw8Y1jrLQpMGX
Mac Lethal,Backward,neg,2J19PaxkwIUJSH9WLej5R4
David Cook,The Time of My Life,pos,6avyV3xlz2UFeiAUZ0SqyT
Underworld,Holding The Moth,pos,5aVkuQ4vfmHPVvfvZPPQSs
Stars,My Favourite Book,pos,1KSl1LlsuY2TXnHLWWV6fh
Journey,Stone In Love,pos,4cgSBnNzOo9rhwzUczB7HI
Burzum,Der Tod Wuotans,neg,2fMTW4EpYmqg0Y8xocrfVp
MGMT,Electric Feel,pos,3FtYbEfBqAlGO46NUDQSAt
Jessica Simpson,A Public Affair,pos,1gFMesXcHHtIUhwzxYFOtz
Korn,Chi,neg,72ZarLfZuVXLa2VN1jzAWk
The Darkness,Givin' Up,pos,3LDsZ7JCzTwfuTRuteUqtB
Black Kids,Hurricane Jane,pos,3qkWAeydkXUI8cG0XDc5eC
Dashboard Confessional,The Shade Of Poison Trees,neg,7H7z8KO3qSI1yPoSoq65a6
Anthony Hamilton,Sista Big Bones,pos,3ogIqI5FMLt7tmuhfeyS59
Carl Belew,Am I That Easy To Forget,neg,5kpPEG3voPpNxxjdh4sErR
Wire,Blessed State,neg,57ETZaC18AsdVfFCGEvFVN
Katie Melua,Blues in the Night,pos,50y2NVBilJvswKuQn5qe5x
Kathy Mattea,The Southern Soldier Boy,neg,7pT8sWo7HaYlMPDBYt0dLo
Nick Cave and the Bad Seeds,Still in Love,neg,3whOZocb64S2DkRibyTLR6
Howie Day,Come Lay Down,neg,1jIrdGcJtmOhxqPv6tg9yM
Dead Kennedys,I Fought the Law,neg,4AjNTrJmgry75yiihCMOP8
She Wants Revenge,"She Loves Me, She Loves Me Not",neg,3VW24yRij9OPUkuA5sLi1A
Katatonia,Criminals,neg,1unY9OtRyuKhAA016vBGQ7
KT Tunstall,I Don't Want You Now,pos,1EVvYZohDDreNDQwDBfjE7
Spiral Starecase,More Today Than Yesterday,pos,1tpqEIXSdWdT3Z9G1VjyIZ
George McCrae,Rock Your Baby,pos,6pMHMzwTsWIxLigr54GGVm
Joshua Radin,Everything'll Be Alright (Will's Lullaby),pos,5ULhLmoyMiCyd3a2pQZYsw
Jack Johnson,You And Your Heart,neg,3daDd8yhWLgeWyCeZp9eIj
Blind Pilot,"Go On, Say It",pos,4kua7w0c1jLB9JGvKoXFMV
Zolof the Rock & Roll Destroyer,Super OK,pos,5AAOuEwACzcPCWyqfKSrTM
Tom Waits,So It Goes,neg,2V5wVVQSeYR5MPMP58rEuB
Kyte,Boundaries,pos,5pSWSymJJq9bHRBU5CbIQf
This Mortal Coil,I Want To Live,neg,2lJ72Quxsz3HoYUfaIhIGZ
Okkervil River,It Ends With a Fall,neg,3Tzvb09v01Vnmcz3eMuRyn
Deep Purple,Truth Hurts,neg,5rOk1kosHKsVDjshQ3fbji
Aqua,Barbie Girl,pos,5ZrDlcxIDZyjOzHdYW1ydr
Yael NaÃ¯m,New Soul,pos,7fsFXEyOFf3RY7cgb74FiR
"Nelson, Willie",Blue Eyes Crying in the Rain,neg,2uRVPeQbsEpRQD0DKr1WTo
Salt The Wound,From My Hands,neg,50KZRMRmGz3ECHNIJYaWOY
Bob Marley & The Wailers,One Love/People Get Ready,pos,
The Bastard Fairies,We're All Going to Hell,pos,
Duffy,Mercy,pos,1zusIxNqJu8i4g6P6hJ2Qa
Cult of Luna,And With Her Came The Birds,neg,6I6N2ERKhCNNHTcDE9Qzgl
Paolo Nutini,Pencil Full of Lead,pos,3TkMsJZVZkYSsGtwkXx6br
Wild Cherry,Play That Funky Music,pos,5uuJruktM9fMdN9Va0DUMl
Passion Pit,Little Secrets,pos,3kb38wezoUA8ki5jPYy3t5
Opeth,Under The Weeping Moon,neg,6xkPOqZyHzKWWIBWXxh9le
Koop,Baby,pos,2KZteRoTMdOK7zIvHPtVpV
Nero,Innocence,neg,5ABDsQEkVZ1ECGPGQl6Yfr
Stellar Kart,I Give Up (Album Version),neg,
The Doors,Light My Fire,pos,5uvosCdMlFdTXhoazkTI5R
Chaotica,Turbocharger,neg,3M2wnHPA0BZlCPUhgMIhjR
Vince Gill,If It Weren't For Him,neg,4qe3wI6oey252n9CyvXbVT
Newsboys,He Reigns,pos,29CXyxlvSPr0DXDQmoxz8d
The Hold Steady,You Can Make Him Like You,neg,63Pmi1adYFCGm0zkU88QFF
Stanfour,In Your Arms,neg,5e0NP08b6FzdIwtJebk489
BT,Knowledge Of Self (Evol Intent Remix),neg,4p2bWuze0S6h7SGYRfWUQp
Longing for Dawn,Lethal,neg,5sSXr1JtSXW3825ZKfB9Rv
Weezer,(If You're Wondering If I Want You To) I Want You To,pos,3mtD9289UiIcGWu6BOvS1t
Sopor Aeternus & The Ensemble Of Shadows,The Feast of Blood,neg,2FGS97vDKCWaq5UriEpKTh
Goldie,Sea of Tears,neg,12XwlfhiSYMj1eqZsWg5x9
Paloalto,Seed,neg,6EOLwcaCpS4IhzzE1knYN5
Rihanna,Music Of The Sun,pos,3vPkkIsaQ5NqOqvj7Ht8kR
The Alan Parsons Project,Don't Answer Me,neg,3IeVrRu0jOlwOkTwD9AykT
Ray LaMontagne,You Are The Best Thing,pos,1jyddn36UN4tVsJGtaJfem
Burt Bacharach,What The World Needs Now Is Love,pos,6JFgBE2seXKTUkHdOVq3N1
Riverside,I Turned You Down,neg,1GBne69tjYyka9cTg4vPol
Cake,Jesus Wrote a Blank Check,pos,7DbB4zoeOPTgaAUXT7Ds1p
Hootie & The Blowfish,Drowning,pos,7EnGOag5eznxUbw5M0Y9JH
Morcheeba,Friction,pos,4Ez0699U8pfsMR9IaiVYH1
Gary Go,So So,neg,79JWiNwvgp6Z8I5TZln8Ld
Jamiroquai,Virtual Insanity,pos,47W6YR93MPCGLEUReLMyDm
The Apples In Stereo,The Rainbow,pos,1w5VuXMPsOXvJM3HvXwdcb
Finley Quaye,Even After All,pos,096O9QxDBQ1xPIyLskGwbq
JC Chasez,All Day Long I Dream About Sex,pos,2AcKAJzZEC2NLKEQA6QcZZ
Oasis,She's Electric,pos,02ePjHjIiszSYqeLykvpTN
